SSP,Decade,Technology,Day,Hour,Sign,Balance,PrimaryType,Primary,OPEX,CO2,CO2_tax
past,2020s,GSHP,12,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,0,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,1,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,2,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,3,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,4,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,4,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,4,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,5,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,5,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,5,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,6,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,6,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,6,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,7,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,7,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,7,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,7,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,7,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,7,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,8,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,8,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,8,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,9,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,9,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,9,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,10,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,10,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,10,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,11,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,11,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,11,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,12,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,12,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,12,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,13,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,13,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,13,Cooling,-701.0249400233879,Elec,87.62811750292349,23.52814954953496,0.013144217625438522,0.25075371652478307
past,2020s,E_boiler,12,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,14,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,14,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,14,Cooling,-869.1692032474166,Elec,108.64615040592707,29.17149138399142,0.01629692256088906,0.31089822281629953
past,2020s,E_boiler,12,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,15,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,15,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,15,Cooling,-811.7323686891032,Elec,101.4665460861379,27.243767624128026,0.015219981912920682,0.2903533050699556
past,2020s,E_boiler,12,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,16,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,16,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,16,Cooling,-690.6627656443525,Elec,86.33284570554406,23.180369071938582,0.012949926855831607,0.24704720968248112
past,2020s,E_boiler,12,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,17,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,17,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,17,Cooling,-519.9040081234925,Elec,64.98800101543657,17.44927827264472,0.009748200152315483,0.1859675096134916
past,2020s,E_boiler,12,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,18,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,18,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,18,Cooling,-330.4506878668035,Elec,41.306335983350436,11.090751211529593,0.006195950397502565,0.1182008419101431
past,2020s,E_boiler,12,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,19,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,19,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,19,Cooling,-173.5650996198383,Elec,21.695637452479787,5.825278655990823,0.0032543456178719676,0.06208351701041715
past,2020s,E_boiler,12,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,20,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,20,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,20,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,21,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,21,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,21,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,22,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,22,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,22,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,12,23,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,12,23,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,12,23,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,12,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,0,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,1,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,2,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,3,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,4,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,4,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,4,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,5,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,5,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,5,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,6,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,6,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,6,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,7,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,7,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,7,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,7,Heating,3978.917915391132,Elec,698.9217857369216,187.66049947036348,0.10483826786053824,2.000011415603265
past,2020s,ASHP,4,7,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,7,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,8,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,8,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,8,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,9,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,9,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,9,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,10,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,10,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,10,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,11,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,11,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,11,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,12,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,12,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,12,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,13,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,13,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,13,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,14,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,14,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,14,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,15,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,15,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,15,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,16,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,16,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,16,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,17,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,17,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,17,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,18,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,18,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,18,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,19,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,19,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,19,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,20,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,20,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,20,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,21,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,21,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,21,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,22,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,22,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,22,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,4,23,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,4,23,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,4,23,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,4,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,6,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,6,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,6,0,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,6,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,6,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,6,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,6,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,6,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,6,1,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,6,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,6,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,6,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,6,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,6,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,6,2,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,6,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,6,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,E_boiler,6,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,6,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,GSHP,6,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,NG_boiler,6,3,Heating,0.0,Gas,0.0,0.0,0.0,0.0
past,2020s,ASHP,6,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
past,2020s,ASHP,6,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
